rank,title,director,actors,genres,url
34,The Mitchells vs. the Machines,Mike Rianda,Abbi Jacobson; Danny McBride; Maya Rudolph,"Animation, Science Fiction, Comedy, Adventure",https://letterboxd.com/film/the-mitchells-vs-the-machines/
35,West Side Story,Steven Spielberg,Ansel Elgort; Rachel Zegler; Ariana DeBose,"Romance, Crime, Drama",https://letterboxd.com/film/west-side-story-2021/
36,Drive My Car,Ryusuke Hamaguchi,Hidetoshi Nishijima; Toko Miura; Masaki Okada,Drama,https://letterboxd.com/film/drive-my-car/
37,Red Notice,Rawson Marshall Thurber,Dwayne Johnson; Ryan Reynolds; Gal Gadot,"Crime, Comedy, Action",https://letterboxd.com/film/red-notice/
38,CODA,Sian Heder,Emilia Jones; Marlee Matlin; Troy Kotsur,"Drama, Music, Romance",https://letterboxd.com/film/coda-2021/
39,WandaVision,Matt Shakman,Elizabeth Olsen; Paul Bettany; Kathryn Hahn,"Mystery, Drama",https://letterboxd.com/film/wandavision/
40,Loki,Kate Herron,Tom Hiddleston; Sophia Di Martino; Wunmi Mosaku,Drama,https://letterboxd.com/film/loki-2021/
41,The Hating Game,Peter Hutchings,Lucy Hale; Austin Stowell; Corbin Bernsen,"Romance, Drama, Comedy",https://letterboxd.com/film/the-hating-game/
42,Red Rocket,Sean Baker,Simon Rex; Suzanna Son; Bree Elrod,"Comedy, Drama",https://letterboxd.com/film/red-rocket-2021/
43,Old,M. Night Shyamalan,Gael García Bernal; Vicky Krieps; Rufus Sewell,"Thriller, Mystery, Horror",https://letterboxd.com/film/old-2021/
44,Raya and the Last Dragon,"Don Hall, Carlos López Estrada",Kelly Marie Tran; Awkwafina; Gemma Chan,"Animation, Adventure, Family, Action, Fantasy",https://letterboxd.com/film/raya-and-the-last-dragon/
45,Marcel the Shell with Shoes On,Dean Fleischer Camp,Jenny Slate; Dean Fleischer Camp; Isabella Rossellini,"Animation, Drama, Comedy, Family",https://letterboxd.com/film/marcel-the-shell-with-shoes-on-2021/
46,The Lost Daughter,Maggie Gyllenhaal,Olivia Colman; Jessie Buckley; Dakota Johnson,Drama,https://letterboxd.com/film/the-lost-daughter-2021/
47,The Kissing Booth 3,Vince Marcello,Joey King; Joel Courtney; Jacob Elordi,"Romance, Comedy",https://letterboxd.com/film/the-kissing-booth-3/
48,Godzilla vs. Kong,Adam Wingard,Alexander Skarsgård; Rebecca Hall; Kaylee Hottle,"Science Fiction, Adventure, Action",https://letterboxd.com/film/godzilla-vs-kong/
49,The Medium,Banjong Pisanthanakun,Narilya Gulmongkolpech; Sawanee Utoomma; Sirani Yankittikan,"Mystery, Horror",https://letterboxd.com/film/the-medium-2021/
50,He's All That,Mark Waters,Addison Rae; Tanner Buchanan; Madison Pettis,"Comedy, Romance",https://letterboxd.com/film/hes-all-that/
