rank,title,director,actors,genres,url
13,We Need to Talk About Kevin,Lynne Ramsay,Tilda Swinton; John C. Reilly; Ezra Miller,"Drama, Thriller",https://letterboxd.com/film/we-need-to-talk-about-kevin/
14,Cars 2,John Lasseter,Larry the Cable Guy; Owen Wilson; Michael Caine,"Animation, Comedy, Family, Adventure",https://letterboxd.com/film/cars-2/
15,Moneyball,Bennett Miller,Brad Pitt; Jonah Hill; Philip Seymour Hoffman,Drama,https://letterboxd.com/film/moneyball/
16,Kung Fu Panda 2,Jennifer Yuh Nelson,Jack Black; Angelina Jolie; Dustin Hoffman,"Family, Action, Animation, Comedy",https://letterboxd.com/film/kung-fu-panda-2/
17,The Intouchables,"Olivier Nakache, Éric Toledano",François Cluzet; Omar Sy; Anne Le Ny,"Drama, Comedy",https://letterboxd.com/film/the-intouchables/
18,Bridesmaids,Paul Feig,Kristen Wiig; Maya Rudolph; Rose Byrne,"Comedy, Romance",https://letterboxd.com/film/bridesmaids/
19,Rio,Carlos Saldanha,Jesse Eisenberg; Anne Hathaway; Leslie Mann,"Comedy, Family, Adventure, Animation",https://letterboxd.com/film/rio-2011/
20,Midnight in Paris,Woody Allen,Owen Wilson; Rachel McAdams; Kathy Bates,"Comedy, Fantasy, Romance",https://letterboxd.com/film/midnight-in-paris/
21,X-Men: First Class,Matthew Vaughn,James McAvoy; Michael Fassbender; Jennifer Lawrence,"Science Fiction, Adventure, Action",https://letterboxd.com/film/x-men-first-class/
22,50/50,Jonathan Levine,Joseph Gordon-Levitt; Seth Rogen; Anna Kendrick,"Comedy, Drama",https://letterboxd.com/film/50-50/
23,Rango,Gore Verbinski,Johnny Depp; Isla Fisher; Ned Beatty,"Western, Family, Animation, Comedy, Adventure",https://letterboxd.com/film/rango/
24,The Cabin in the Woods,Drew Goddard,Kristen Connolly; Fran Kranz; Chris Hemsworth,"Comedy, Horror, Mystery",https://letterboxd.com/film/the-cabin-in-the-woods/
25,Rise of the Planet of the Apes,Rupert Wyatt,Andy Serkis; James Franco; Freida Pinto,"Action, Thriller, Science Fiction, Drama",https://letterboxd.com/film/rise-of-the-planet-of-the-apes/
26,Friends with Benefits,Will Gluck,Justin Timberlake; Mila Kunis; Jenna Elfman,"Comedy, Romance",https://letterboxd.com/film/friends-with-benefits/
27,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,Johnny Depp; Penélope Cruz; Geoffrey Rush,"Adventure, Fantasy, Action",https://letterboxd.com/film/pirates-of-the-caribbean-on-stranger-tides/
28,The Girl with the Dragon Tattoo,David Fincher,Daniel Craig; Rooney Mara; Christopher Plummer,"Crime, Mystery, Thriller",https://letterboxd.com/film/the-girl-with-the-dragon-tattoo-2011/
29,Paul,Greg Mottola,Simon Pegg; Nick Frost; Seth Rogen,"Science Fiction, Comedy, Adventure",https://letterboxd.com/film/paul-2011/
30,The Muppets,James Bobin,Jason Segel; Amy Adams; Chris Cooper,"Family, Comedy, Music",https://letterboxd.com/film/the-muppets/
31,One Day,Lone Scherfig,Anne Hathaway; Jim Sturgess; Tom Mison,"Drama, Romance",https://letterboxd.com/film/one-day-2011/
32,Puss in Boots,Chris Miller,Antonio Banderas; Salma Hayek Pinault; Zach Galifianakis,"Adventure, Action, Animation, Comedy, Family",https://letterboxd.com/film/puss-in-boots/
33,Fast Five,Justin Lin,Vin Diesel; Paul Walker; Jordana Brewster,"Crime, Thriller, Action",https://letterboxd.com/film/fast-five/
34,Melancholia,Lars von Trier,Kirsten Dunst; Charlotte Gainsbourg; Kiefer Sutherland,"Drama, Science Fiction",https://letterboxd.com/film/melancholia/
35,In Time,Andrew Niccol,Justin Timberlake; Amanda Seyfried; Cillian Murphy,"Thriller, Science Fiction, Action",https://letterboxd.com/film/in-time/
36,"Oslo, August 31st",Joachim Trier,Anders Danielsen Lie; Malin Crépin; Hans Olav Brenner,Drama,https://letterboxd.com/film/oslo-august-31st/
37,Detachment,Tony Kaye,Adrien Brody; Marcia Gay Harden; James Caan,Drama,https://letterboxd.com/film/detachment/
38,Megan Is Missing,Michael Goi,Amber Perkins; Rachel Quinn; Dean Waite,"Horror, Drama, Thriller",https://letterboxd.com/film/megan-is-missing/
39,From Up on Poppy Hill,Goro Miyazaki,Masami Nagasawa; Junichi Okada; Keiko Takeshita,"Drama, Animation",https://letterboxd.com/film/from-up-on-poppy-hill/
40,Real Steel,Shawn Levy,Hugh Jackman; Dakota Goyo; Evangeline Lilly,"Drama, Action, Science Fiction",https://letterboxd.com/film/real-steel/
41,Lemonade Mouth,Patricia Riggen,Bridgit Mendler; Adam Hicks; Hayley Kiyoko,"Music, TV Movie, Drama, Comedy",https://letterboxd.com/film/lemonade-mouth/
42,Final Destination 5,Steven Quale,Nicholas D'Agosto; Emma Bell; Miles Fisher,"Mystery, Horror",https://letterboxd.com/film/final-destination-5/
43,Sucker Punch,Zack Snyder,Emily Browning; Abbie Cornish; Jena Malone,"Action, Thriller, Fantasy",https://letterboxd.com/film/sucker-punch/
44,Transformers: Dark of the Moon,Michael Bay,Shia LaBeouf; Rosie Huntington-Whiteley; Peter Cullen,"Adventure, Action, Science Fiction",https://letterboxd.com/film/transformers-dark-of-the-moon/
45,The Raid,Gareth Evans,Iko Uwais; Joe Taslim; Donny Alamsyah,"Action, Crime, Thriller",https://letterboxd.com/film/the-raid-2011/
46,The Skin I Live In,Pedro Almodóvar,Antonio Banderas; Elena Anaya; Marisa Paredes,"Horror, Drama, Mystery, Thriller",https://letterboxd.com/film/the-skin-i-live-in/
47,Monte Carlo,Thomas Bezucha,Selena Gomez; Katie Cassidy; Leighton Meester,"Adventure, Comedy, Romance",https://letterboxd.com/film/monte-carlo/
48,Horrible Bosses,Seth Gordon,Jason Bateman; Charlie Day; Jason Sudeikis,"Crime, Comedy",https://letterboxd.com/film/horrible-bosses/
49,Warrior,Gavin O'Connor,Joel Edgerton; Tom Hardy; Nick Nolte,"Action, Drama",https://letterboxd.com/film/warrior/
50,Source Code,Duncan Jones,Jake Gyllenhaal; Michelle Monaghan; Vera Farmiga,"Science Fiction, Mystery, Thriller",https://letterboxd.com/film/source-code/
