rank,title,director,actors,genres,url
36,The Other Guys,Adam McKay,Will Ferrell; Mark Wahlberg; Eva Mendes,"Comedy, Action, Crime",https://letterboxd.com/film/the-other-guys/
37,Due Date,Todd Phillips,Robert Downey Jr.; Zach Galifianakis; Michelle Monaghan,"Comedy, Drama",https://letterboxd.com/film/due-date/
38,Kick-Ass,Matthew Vaughn,Aaron Taylor-Johnson; Chloë Grace Moretz; Nicolas Cage,"Crime, Action",https://letterboxd.com/film/kick-ass/
39,TRON: Legacy,Joseph Kosinski,Garrett Hedlund; Olivia Wilde; Jeff Bridges,"Adventure, Science Fiction, Action",https://letterboxd.com/film/tron-legacy/
40,127 Hours,Danny Boyle,James Franco; Kate Mara; Amber Tamblyn,"Adventure, Thriller, Drama",https://letterboxd.com/film/127-hours/
41,Jackass 3D,Jeff Tremaine,Johnny Knoxville; Bam Margera; Ryan Dunn,"Comedy, Documentary, Action",https://letterboxd.com/film/jackass-3d/
42,Camp Rock 2: The Final Jam,Paul Hoen,Demi Lovato; Joe Jonas; Nick Jonas,"TV Movie, Music, Comedy",https://letterboxd.com/film/camp-rock-2-the-final-jam/
43,The Last Song,Julie Anne Robinson,Miley Cyrus; Liam Hemsworth; Bobby Coleman,"Drama, Romance, Family",https://letterboxd.com/film/the-last-song/
44,Sex and the City 2,Michael Patrick King,Sarah Jessica Parker; Kim Cattrall; Kristin Davis,"Drama, Comedy, Romance",https://letterboxd.com/film/sex-and-the-city-2/
45,Starstruck,Michael Grossman,Sterling Knight; Danielle Campbell; Maggie Castle,"Romance, TV Movie, Comedy, Music",https://letterboxd.com/film/starstruck-2010/
46,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,Georgie Henley; Skandar Keynes; Ben Barnes,"Adventure, Family, Fantasy",https://letterboxd.com/film/the-chronicles-of-narnia-the-voyage-of-the-dawn-treader/
47,True Grit,"Ethan Coen, Joel Coen",Jeff Bridges; Hailee Steinfeld; Matt Damon,"Western, Adventure, Drama",https://letterboxd.com/film/true-grit-2010/
48,Hot Tub Time Machine,Steve Pink,John Cusack; Craig Robinson; Rob Corddry,"Adventure, Comedy, Science Fiction",https://letterboxd.com/film/hot-tub-time-machine/
49,Batman: Under the Red Hood,Brandon Vietti,Bruce Greenwood; Jensen Ackles; Neil Patrick Harris,"Animation, Crime, Mystery",https://letterboxd.com/film/batman-under-the-red-hood/
50,Leap Year,Anand Tucker,Amy Adams; Matthew Goode; Adam Scott,"Comedy, Romance",https://letterboxd.com/film/leap-year/
